TTL,TCP_OPTIONS,TCP_URP,PACKET_NO,PACKET_SIZE,TCP_WINDOW_SIZE,DF_FLAG,TCP_HDR_LEN,MF_FLAG,TIMESTAMP,IP_FRAG_OFF,SRC_PORT,KNOWN_HOST_DEVICE,DST_PORT,SRC_IP,DST_IP,TCP_ACK,TCP_SEQ,TCP_FLAGS,PROTOCOL 
58,N/A,N/A,4005,20,N/A,1,N/A,0,1666897779.461928000,0,N/A,MacOS,N/A,142.251.45.33,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,4006,20,N/A,1,N/A,0,1666897779.461928000,0,N/A,MacOS,N/A,142.251.45.33,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,4007,20,N/A,1,N/A,0,1666897779.461929000,0,N/A,MacOS,N/A,142.251.45.33,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,4008,20,N/A,1,N/A,0,1666897779.461929000,0,N/A,MacOS,N/A,142.251.45.33,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,4009,20,N/A,1,N/A,0,1666897779.461930000,0,N/A,MacOS,N/A,142.251.45.33,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,4010,20,N/A,1,N/A,0,1666897779.461930000,0,N/A,MacOS,N/A,142.251.45.33,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,4011,20,N/A,1,N/A,0,1666897779.461931000,0,N/A,MacOS,N/A,142.251.45.33,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,4012,20,N/A,1,N/A,0,1666897779.461931000,0,N/A,MacOS,N/A,142.251.45.33,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,4013,20,N/A,1,N/A,0,1666897779.461931000,0,N/A,MacOS,N/A,142.251.45.33,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,4014,20,N/A,1,N/A,0,1666897779.461932000,0,N/A,MacOS,N/A,142.251.45.33,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,4015,20,N/A,1,N/A,0,1666897779.461933000,0,N/A,MacOS,N/A,142.251.45.33,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,4016,20,N/A,1,N/A,0,1666897779.461933000,0,N/A,MacOS,N/A,142.251.45.33,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,4017,20,N/A,1,N/A,0,1666897779.462034000,0,N/A,MacOS,N/A,192.168.86.21,142.251.45.33,N/A,N/A,N/A,N/A
64,N/A,N/A,4018,20,N/A,1,N/A,0,1666897779.462153000,0,N/A,MacOS,N/A,192.168.86.21,142.251.45.33,N/A,N/A,N/A,N/A
64,N/A,N/A,4019,20,N/A,1,N/A,0,1666897779.464237000,0,N/A,MacOS,N/A,192.168.86.21,142.251.45.33,N/A,N/A,N/A,N/A
58,N/A,N/A,4020,20,N/A,1,N/A,0,1666897779.468158000,0,N/A,MacOS,N/A,142.251.45.33,192.168.86.21,N/A,N/A,N/A,N/A
120,01:01:08:0a:34:9c:e4:86:47:56:42:11,0,4021,20,536,0,32,0,1666897779.542275000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,12227,868400241,·······AP···,tcp
120,01:01:08:0a:34:9c:e4:86:47:56:42:11,0,4022,20,536,0,32,0,1666897779.542276000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,12227,868401483,·······AP···,tcp
64,01:01:08:0a:47:56:42:db:34:9c:e4:86,0,4023,20,11804,1,32,0,1666897779.542372000,0,56470,MacOS,443,192.168.86.21,142.250.138.17,1390199,2668347544,·······A····,tcp
120,01:01:08:0a:34:9c:e4:8f:47:56:42:11,0,4024,20,536,0,32,0,1666897779.551986000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,12227,868401703,·······AP···,tcp
120,01:01:08:0a:34:9c:e4:8f:47:56:42:db,0,4025,20,536,0,32,0,1666897779.551987000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,12227,868401817,·······AP···,tcp
64,01:01:08:0a:47:56:42:e5:34:9c:e4:8f,0,4026,20,11804,1,32,0,1666897779.552069000,0,56470,MacOS,443,192.168.86.21,142.250.138.17,1390352,2668347544,·······A····,tcp
64,01:01:08:0a:47:56:42:e5:34:9c:e4:8f,0,4027,20,11804,1,32,0,1666897779.552430000,0,56470,MacOS,443,192.168.86.21,142.250.138.17,1390352,2668347544,·······AP···,tcp
120,01:01:08:0a:34:9c:e4:98:47:56:42:e5,0,4028,20,536,0,32,0,1666897779.561004000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,12266,868401856,·······A····,tcp
64,01:01:08:0a:55:cf:65:31:51:61:4a:81,0,4029,20,2048,1,32,0,1666897779.711001000,0,56521,MacOS,443,192.168.86.21,108.138.156.125,790,753355347,·······AP···,tcp
64,01:01:08:0a:55:cf:65:31:51:61:4a:81,0,4030,20,2048,1,32,0,1666897779.711153000,0,56521,MacOS,443,192.168.86.21,108.138.156.125,790,753355448,·······AP···,tcp
248,01:01:08:0a:51:61:a3:f0:55:cf:65:31,0,4031,20,133,0,32,0,1666897779.719009000,0,443,MacOS,56521,108.138.156.125,192.168.86.21,1262,3419629551,·······A····,tcp
248,01:01:08:0a:51:61:a3:f0:55:cf:65:31,0,4032,20,133,0,32,0,1666897779.719009000,0,443,MacOS,56521,108.138.156.125,192.168.86.21,1301,3419629551,·······A····,tcp
248,01:01:08:0a:51:61:a3:f0:55:cf:65:31,0,4033,20,133,0,32,0,1666897779.719009000,0,443,MacOS,56521,108.138.156.125,192.168.86.21,1301,3419629551,·······AP···,tcp
248,01:01:08:0a:51:61:a3:f1:55:cf:65:31,0,4034,20,133,0,32,0,1666897779.719010000,0,443,MacOS,56521,108.138.156.125,192.168.86.21,1301,3419629887,·······AP···,tcp
64,01:01:08:0a:55:cf:65:39:51:61:a3:f1,0,4035,20,2042,1,32,0,1666897779.719077000,0,56521,MacOS,443,192.168.86.21,108.138.156.125,1165,753355487,·······A····,tcp
64,01:01:08:0a:55:cf:65:39:51:61:a3:f1,0,4036,20,2048,1,32,0,1666897779.719334000,0,56521,MacOS,443,192.168.86.21,108.138.156.125,1165,753355487,·······AP···,tcp
248,01:01:08:0a:51:61:a3:f8:55:cf:65:39,0,4037,20,133,0,32,0,1666897779.725284000,0,443,MacOS,56521,108.138.156.125,192.168.86.21,1336,3419629926,·······A····,tcp
64,N/A,N/A,4038,20,N/A,0,N/A,0,1666897779.766718000,0,N/A,MacOS,N/A,192.168.86.21,192.168.86.1,N/A,N/A,N/A,N/A
64,N/A,N/A,4039,20,N/A,0,N/A,0,1666897779.766925000,0,N/A,MacOS,N/A,192.168.86.21,192.168.86.1,N/A,N/A,N/A,N/A
64,N/A,N/A,4040,20,N/A,1,N/A,0,1666897779.783213000,0,N/A,MacOS,N/A,192.168.86.1,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,4041,20,N/A,1,N/A,0,1666897779.784238000,0,N/A,MacOS,N/A,192.168.86.1,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,4042,20,N/A,1,N/A,0,1666897779.784651000,0,N/A,MacOS,N/A,192.168.86.21,142.251.40.74,N/A,N/A,N/A,N/A
58,N/A,N/A,4043,20,N/A,1,N/A,0,1666897779.789915000,0,N/A,MacOS,N/A,142.251.40.74,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,4044,20,N/A,1,N/A,0,1666897779.799731000,0,N/A,MacOS,N/A,142.251.40.74,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,4045,20,N/A,1,N/A,0,1666897779.799732000,0,N/A,MacOS,N/A,142.251.40.74,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,4046,20,N/A,1,N/A,0,1666897779.800181000,0,N/A,MacOS,N/A,192.168.86.21,142.251.40.74,N/A,N/A,N/A,N/A
64,N/A,N/A,4047,20,N/A,1,N/A,0,1666897779.825908000,0,N/A,MacOS,N/A,192.168.86.21,142.251.40.74,N/A,N/A,N/A,N/A
58,N/A,N/A,4048,20,N/A,1,N/A,0,1666897779.829820000,0,N/A,MacOS,N/A,142.251.40.74,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,4049,20,N/A,1,N/A,0,1666897780.513055000,0,N/A,MacOS,N/A,192.168.86.21,216.58.193.131,N/A,N/A,N/A,N/A
64,N/A,N/A,4050,20,N/A,1,N/A,0,1666897780.513689000,0,N/A,MacOS,N/A,192.168.86.21,142.251.40.67,N/A,N/A,N/A,N/A
255,N/A,N/A,4051,20,N/A,0,N/A,0,1666897780.514415000,0,N/A,MacOS,N/A,192.168.86.30,224.0.0.251,N/A,N/A,N/A,N/A
57,N/A,N/A,4053,20,N/A,1,N/A,0,1666897780.520857000,0,N/A,MacOS,N/A,216.58.193.131,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,4054,20,N/A,1,N/A,0,1666897780.520858000,0,N/A,MacOS,N/A,216.58.193.131,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,4055,20,N/A,1,N/A,0,1666897780.521179000,0,N/A,MacOS,N/A,192.168.86.21,216.58.193.131,N/A,N/A,N/A,N/A
57,N/A,N/A,4056,20,N/A,1,N/A,0,1666897780.522366000,0,N/A,MacOS,N/A,142.251.40.67,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,4057,20,N/A,1,N/A,0,1666897780.522367000,0,N/A,MacOS,N/A,142.251.40.67,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,4058,20,N/A,1,N/A,0,1666897780.522609000,0,N/A,MacOS,N/A,192.168.86.21,142.251.40.67,N/A,N/A,N/A,N/A
57,N/A,N/A,4059,20,N/A,1,N/A,0,1666897780.553045000,0,N/A,MacOS,N/A,216.58.193.131,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,4060,20,N/A,1,N/A,0,1666897780.554543000,0,N/A,MacOS,N/A,142.251.40.67,192.168.86.21,N/A,N/A,N/A,N/A
64,01:01:08:0a:47:56:47:02:34:9c:e4:98,0,4061,20,11804,1,32,0,1666897780.605333000,0,56470,MacOS,443,192.168.86.21,142.250.138.17,1390352,2668347583,·······A····,tcp
64,01:01:08:0a:47:56:47:02:34:9c:e4:98,0,4062,20,11804,1,32,0,1666897780.605400000,0,56470,MacOS,443,192.168.86.21,142.250.138.17,1390352,2668348983,·······AP···,tcp
64,01:01:08:0a:47:56:47:02:34:9c:e4:98,0,4063,20,11804,1,32,0,1666897780.605458000,0,56470,MacOS,443,192.168.86.21,142.250.138.17,1390352,2668350279,·······AP···,tcp
120,01:01:08:0a:34:9c:e8:b5:47:56:47:02,0,4064,20,546,0,32,0,1666897780.613753000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,13666,868401856,·······A····,tcp
120,01:01:08:0a:34:9c:e8:b5:47:56:47:02,0,4065,20,557,0,32,0,1666897780.613754000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,14962,868401856,·······A····,tcp
120,01:01:08:0a:34:9c:e8:b6:47:56:47:02,0,4066,20,568,0,32,0,1666897780.613754000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,15601,868401856,·······A····,tcp
64,01:01:08:0a:47:56:47:12:34:9c:e8:b6,0,4067,20,11804,1,32,0,1666897780.621439000,0,56470,MacOS,443,192.168.86.21,142.250.138.17,1390352,2668350918,·······A····,tcp
64,01:01:08:0a:47:56:47:12:34:9c:e8:b6,0,4068,20,11804,1,32,0,1666897780.621444000,0,56470,MacOS,443,192.168.86.21,142.250.138.17,1390352,2668352318,·······A····,tcp
64,01:01:08:0a:47:56:47:12:34:9c:e8:b6,0,4069,20,11804,1,32,0,1666897780.621495000,0,56470,MacOS,443,192.168.86.21,142.250.138.17,1390352,2668353718,·······AP···,tcp
120,01:01:08:0a:34:9c:e8:c6:47:56:47:12,0,4070,20,579,0,32,0,1666897780.631719000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,17001,868401856,·······A····,tcp
120,01:01:08:0a:34:9c:e8:c7:47:56:47:12,0,4071,20,590,0,32,0,1666897780.631719000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,18401,868401856,·······A····,tcp
120,01:01:08:0a:34:9c:e8:c7:47:56:47:12,0,4072,20,601,0,32,0,1666897780.631719000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,19035,868401856,·······A····,tcp
64,N/A,N/A,4073,20,N/A,0,N/A,0,1666897780.639734000,0,N/A,MacOS,N/A,192.168.86.21,192.168.86.1,N/A,N/A,N/A,N/A
64,N/A,N/A,4074,20,N/A,0,N/A,0,1666897780.639828000,0,N/A,MacOS,N/A,192.168.86.21,192.168.86.1,N/A,N/A,N/A,N/A
64,N/A,N/A,4075,20,N/A,1,N/A,0,1666897780.658740000,0,N/A,MacOS,N/A,192.168.86.1,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,4076,20,N/A,1,N/A,0,1666897780.658740000,0,N/A,MacOS,N/A,192.168.86.1,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,4077,20,N/A,1,N/A,0,1666897780.659575000,0,N/A,MacOS,N/A,192.168.86.21,142.251.32.206,N/A,N/A,N/A,N/A
64,N/A,N/A,4078,20,N/A,1,N/A,0,1666897780.659889000,0,N/A,MacOS,N/A,192.168.86.21,142.251.32.206,N/A,N/A,N/A,N/A
58,N/A,N/A,4079,20,N/A,1,N/A,0,1666897780.675024000,0,N/A,MacOS,N/A,142.251.32.206,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,4080,20,N/A,1,N/A,0,1666897780.675025000,0,N/A,MacOS,N/A,142.251.32.206,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,4081,20,N/A,1,N/A,0,1666897780.675025000,0,N/A,MacOS,N/A,142.251.32.206,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,4082,20,N/A,1,N/A,0,1666897780.675461000,0,N/A,MacOS,N/A,192.168.86.21,142.251.32.206,N/A,N/A,N/A,N/A
64,N/A,N/A,4083,20,N/A,1,N/A,0,1666897780.675486000,0,N/A,MacOS,N/A,192.168.86.21,142.251.32.206,N/A,N/A,N/A,N/A
64,N/A,N/A,4084,20,N/A,1,N/A,0,1666897780.675778000,0,N/A,MacOS,N/A,192.168.86.21,142.251.32.206,N/A,N/A,N/A,N/A
64,N/A,N/A,4085,20,N/A,1,N/A,0,1666897780.675781000,0,N/A,MacOS,N/A,192.168.86.21,142.251.32.206,N/A,N/A,N/A,N/A
120,01:01:08:0a:34:9c:e8:f3:47:56:47:12,0,4086,20,601,0,32,0,1666897780.676466000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,19035,868401856,·······AP···,tcp
64,01:01:08:0a:47:56:47:49:34:9c:e8:f3,0,4087,20,11794,1,32,0,1666897780.676504000,0,56470,MacOS,443,192.168.86.21,142.250.138.17,1391005,2668354352,·······A····,tcp
58,N/A,N/A,4088,20,N/A,1,N/A,0,1666897780.681574000,0,N/A,MacOS,N/A,142.251.32.206,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,4089,20,N/A,1,N/A,0,1666897780.681575000,0,N/A,MacOS,N/A,142.251.32.206,192.168.86.21,N/A,N/A,N/A,N/A
58,N/A,N/A,4090,20,N/A,1,N/A,0,1666897780.681575000,0,N/A,MacOS,N/A,142.251.32.206,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,4091,20,N/A,1,N/A,0,1666897780.681805000,0,N/A,MacOS,N/A,192.168.86.21,142.251.32.206,N/A,N/A,N/A,N/A
120,01:01:08:0a:34:9c:e8:fa:47:56:47:12,0,4092,20,601,0,32,0,1666897780.682395000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,19035,868402509,·······AP···,tcp
120,01:01:08:0a:34:9c:e8:fa:47:56:47:12,0,4093,20,601,0,32,0,1666897780.682396000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,19035,868402540,·······AP···,tcp
64,01:01:08:0a:47:56:47:4f:34:9c:e8:fa,0,4094,20,11803,1,32,0,1666897780.682448000,0,56470,MacOS,443,192.168.86.21,142.250.138.17,1391075,2668354352,·······A····,tcp
64,01:01:08:0a:47:56:47:4f:34:9c:e8:fa,0,4095,20,11804,1,32,0,1666897780.682903000,0,56470,MacOS,443,192.168.86.21,142.250.138.17,1391075,2668354352,·······AP···,tcp
64,N/A,N/A,4096,20,N/A,1,N/A,0,1666897780.691356000,0,N/A,MacOS,N/A,192.168.86.21,142.251.32.206,N/A,N/A,N/A,N/A
120,01:01:08:0a:34:9c:e9:03:47:56:47:4f,0,4097,20,601,0,32,0,1666897780.691458000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,19074,868402579,·······A····,tcp
64,N/A,N/A,4098,20,N/A,1,N/A,0,1666897780.691459000,0,N/A,MacOS,N/A,192.168.86.21,142.251.32.206,N/A,N/A,N/A,N/A
64,01:01:08:0a:47:56:47:58:34:9c:e9:03,0,4099,20,11804,1,32,0,1666897780.691681000,0,56470,MacOS,443,192.168.86.21,142.250.138.17,1391075,2668354391,·······AP···,tcp
58,N/A,N/A,4100,20,N/A,1,N/A,0,1666897780.696830000,0,N/A,MacOS,N/A,142.251.32.206,192.168.86.21,N/A,N/A,N/A,N/A
120,01:01:08:0a:34:9c:e9:0c:47:56:47:58,0,4101,20,601,0,32,0,1666897780.700127000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,19109,868402579,·······A····,tcp
255,N/A,N/A,4102,20,N/A,0,N/A,0,1666897780.718316000,0,N/A,MacOS,N/A,192.168.86.30,224.0.0.251,N/A,N/A,N/A,N/A
64,N/A,N/A,4104,20,N/A,1,N/A,0,1666897780.722033000,0,N/A,MacOS,N/A,192.168.86.21,142.251.32.206,N/A,N/A,N/A,N/A
255,N/A,N/A,4105,20,N/A,0,N/A,0,1666897780.807403000,0,N/A,MacOS,N/A,192.168.86.21,192.168.86.30,N/A,N/A,N/A,N/A
255,N/A,N/A,4106,20,N/A,0,N/A,0,1666897781.128417000,0,N/A,MacOS,N/A,192.168.86.30,224.0.0.251,N/A,N/A,N/A,N/A
255,N/A,N/A,4108,20,N/A,0,N/A,0,1666897781.333133000,0,N/A,MacOS,N/A,192.168.86.30,224.0.0.251,N/A,N/A,N/A,N/A
255,N/A,N/A,4110,20,N/A,0,N/A,0,1666897781.538998000,0,N/A,MacOS,N/A,192.168.86.30,224.0.0.251,N/A,N/A,N/A,N/A
255,N/A,N/A,4112,20,N/A,0,N/A,0,1666897781.742982000,0,N/A,MacOS,N/A,192.168.86.30,224.0.0.251,N/A,N/A,N/A,N/A
64,N/A,N/A,4114,20,N/A,0,N/A,0,1666897781.910453000,0,N/A,MacOS,N/A,192.168.86.21,192.168.86.1,N/A,N/A,N/A,N/A
64,N/A,N/A,4115,20,N/A,0,N/A,0,1666897781.910625000,0,N/A,MacOS,N/A,192.168.86.21,192.168.86.1,N/A,N/A,N/A,N/A
64,N/A,N/A,4116,20,N/A,1,N/A,0,1666897781.935178000,0,N/A,MacOS,N/A,192.168.86.1,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,4117,20,N/A,1,N/A,0,1666897781.935179000,0,N/A,MacOS,N/A,192.168.86.1,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,4118,20,N/A,1,N/A,0,1666897781.935908000,0,N/A,MacOS,N/A,192.168.86.21,142.251.45.42,N/A,N/A,N/A,N/A
64,N/A,N/A,4119,20,N/A,1,N/A,0,1666897781.936240000,0,N/A,MacOS,N/A,192.168.86.21,142.251.45.42,N/A,N/A,N/A,N/A
255,N/A,N/A,4121,20,N/A,0,N/A,0,1666897781.947814000,0,N/A,MacOS,N/A,192.168.86.30,224.0.0.251,N/A,N/A,N/A,N/A
57,N/A,N/A,4123,20,N/A,1,N/A,0,1666897781.950638000,0,N/A,MacOS,N/A,142.251.45.42,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,4124,20,N/A,1,N/A,0,1666897781.950639000,0,N/A,MacOS,N/A,142.251.45.42,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,4125,20,N/A,1,N/A,0,1666897781.950639000,0,N/A,MacOS,N/A,142.251.45.42,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,4126,20,N/A,1,N/A,0,1666897781.951319000,0,N/A,MacOS,N/A,192.168.86.21,142.251.45.42,N/A,N/A,N/A,N/A
64,N/A,N/A,4127,20,N/A,1,N/A,0,1666897781.951405000,0,N/A,MacOS,N/A,192.168.86.21,142.251.45.42,N/A,N/A,N/A,N/A
64,N/A,N/A,4128,20,N/A,1,N/A,0,1666897781.951756000,0,N/A,MacOS,N/A,192.168.86.21,142.251.45.42,N/A,N/A,N/A,N/A
64,N/A,N/A,4129,20,N/A,1,N/A,0,1666897781.951802000,0,N/A,MacOS,N/A,192.168.86.21,142.251.45.42,N/A,N/A,N/A,N/A
57,N/A,N/A,4130,20,N/A,1,N/A,0,1666897781.958180000,0,N/A,MacOS,N/A,142.251.45.42,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,4131,20,N/A,1,N/A,0,1666897781.958181000,0,N/A,MacOS,N/A,142.251.45.42,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,4132,20,N/A,1,N/A,0,1666897781.958999000,0,N/A,MacOS,N/A,142.251.45.42,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,4133,20,N/A,1,N/A,0,1666897781.959141000,0,N/A,MacOS,N/A,192.168.86.21,142.251.45.42,N/A,N/A,N/A,N/A
57,N/A,N/A,4134,20,N/A,1,N/A,0,1666897782.015988000,0,N/A,MacOS,N/A,142.251.45.42,192.168.86.21,N/A,N/A,N/A,N/A
57,N/A,N/A,4135,20,N/A,1,N/A,0,1666897782.015989000,0,N/A,MacOS,N/A,142.251.45.42,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,4136,20,N/A,1,N/A,0,1666897782.016301000,0,N/A,MacOS,N/A,192.168.86.21,142.251.45.42,N/A,N/A,N/A,N/A
64,N/A,N/A,4137,20,N/A,1,N/A,0,1666897782.042439000,0,N/A,MacOS,N/A,192.168.86.21,142.251.45.42,N/A,N/A,N/A,N/A
57,N/A,N/A,4138,20,N/A,1,N/A,0,1666897782.046727000,0,N/A,MacOS,N/A,142.251.45.42,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,4139,20,N/A,1,N/A,0,1666897782.453831000,0,N/A,MacOS,N/A,192.168.86.21,142.251.116.102,N/A,N/A,N/A,N/A
57,N/A,N/A,4140,20,N/A,1,N/A,0,1666897782.465575000,0,N/A,MacOS,N/A,142.251.116.102,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,4141,20,N/A,1,N/A,0,1666897782.491181000,0,N/A,MacOS,N/A,192.168.86.21,142.251.116.102,N/A,N/A,N/A,N/A
57,N/A,N/A,4142,20,N/A,1,N/A,0,1666897782.529176000,0,N/A,MacOS,N/A,142.251.116.102,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,4143,20,N/A,1,N/A,0,1666897782.529519000,0,N/A,MacOS,N/A,192.168.86.21,142.251.116.102,N/A,N/A,N/A,N/A
57,N/A,N/A,4144,20,N/A,1,N/A,0,1666897782.541756000,0,N/A,MacOS,N/A,142.251.116.102,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,4145,20,N/A,1,N/A,0,1666897782.542079000,0,N/A,MacOS,N/A,192.168.86.21,142.251.116.102,N/A,N/A,N/A,N/A
255,N/A,N/A,4146,20,N/A,0,N/A,0,1666897782.561757000,0,N/A,MacOS,N/A,192.168.86.30,224.0.0.251,N/A,N/A,N/A,N/A
57,N/A,N/A,4148,20,N/A,1,N/A,0,1666897782.574048000,0,N/A,MacOS,N/A,142.251.116.102,192.168.86.21,N/A,N/A,N/A,N/A
64,N/A,N/A,4149,20,N/A,1,N/A,0,1666897782.821939000,0,N/A,MacOS,N/A,192.168.86.21,142.251.35.202,N/A,N/A,N/A,N/A
57,N/A,N/A,4150,20,N/A,1,N/A,0,1666897782.836300000,0,N/A,MacOS,N/A,142.251.35.202,192.168.86.21,N/A,N/A,N/A,N/A
64,01:01:08:0a:47:56:51:70:34:9c:e9:0c,0,4151,20,11804,1,32,0,1666897783.275495000,0,56470,MacOS,443,192.168.86.21,142.250.138.17,1391075,2668354426,·······A····,tcp
64,01:01:08:0a:47:56:51:70:34:9c:e9:0c,0,4152,20,11804,1,32,0,1666897783.275576000,0,56470,MacOS,443,192.168.86.21,142.250.138.17,1391075,2668355826,·······AP···,tcp
120,01:01:08:0a:34:9c:f3:25:47:56:51:70,0,4153,20,612,0,32,0,1666897783.285381000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,20509,868402579,·······A····,tcp
120,01:01:08:0a:34:9c:f3:25:47:56:51:70,0,4154,20,623,0,32,0,1666897783.285382000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,21878,868402579,·······A····,tcp
120,01:01:08:0a:34:9c:f3:55:47:56:51:70,0,4155,20,623,0,32,0,1666897783.333581000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,21878,868402579,·······AP···,tcp
120,01:01:08:0a:34:9c:f3:55:47:56:51:70,0,4156,20,623,0,32,0,1666897783.333585000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,21878,868402888,·······AP···,tcp
64,01:01:08:0a:47:56:51:aa:34:9c:f3:55,0,4157,20,11798,1,32,0,1666897783.333680000,0,56470,MacOS,443,192.168.86.21,142.250.138.17,1391458,2668357195,·······A····,tcp
120,01:01:08:0a:34:9c:f3:58:47:56:51:70,0,4158,20,623,0,32,0,1666897783.336866000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,21878,868402962,·······AP···,tcp
120,01:01:08:0a:34:9c:f3:58:47:56:51:70,0,4159,20,623,0,32,0,1666897783.336867000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,21878,868402993,·······AP···,tcp
64,01:01:08:0a:47:56:51:ae:34:9c:f3:58,0,4160,20,11803,1,32,0,1666897783.336967000,0,56470,MacOS,443,192.168.86.21,142.250.138.17,1391528,2668357195,·······A····,tcp
64,01:01:08:0a:47:56:51:ae:34:9c:f3:58,0,4161,20,11804,1,32,0,1666897783.337751000,0,56470,MacOS,443,192.168.86.21,142.250.138.17,1391528,2668357195,·······AP···,tcp
120,01:01:08:0a:34:9c:f3:62:47:56:51:ae,0,4162,20,623,0,32,0,1666897783.346599000,0,443,MacOS,56470,142.250.138.17,192.168.86.21,21917,868403032,·······A····,tcp
255,N/A,N/A,4163,20,N/A,0,N/A,0,1666897783.380803000,0,N/A,MacOS,N/A,192.168.86.23,224.0.0.251,N/A,N/A,N/A,N/A
255,N/A,N/A,4165,20,N/A,0,N/A,0,1666897783.381959000,0,N/A,MacOS,N/A,192.168.86.23,224.0.0.251,N/A,N/A,N/A,N/A
255,N/A,N/A,4166,20,N/A,0,N/A,0,1666897783.561287000,0,N/A,MacOS,N/A,192.168.86.21,192.168.86.23,N/A,N/A,N/A,N/A
255,N/A,N/A,4167,20,N/A,0,N/A,0,1666897783.586299000,0,N/A,MacOS,N/A,192.168.86.30,224.0.0.251,N/A,N/A,N/A,N/A
255,N/A,N/A,4169,20,N/A,0,N/A,0,1666897783.995555000,0,N/A,MacOS,N/A,192.168.86.23,224.0.0.251,N/A,N/A,N/A,N/A
255,N/A,N/A,4171,20,N/A,0,N/A,0,1666897783.995800000,0,N/A,MacOS,N/A,192.168.86.23,224.0.0.251,N/A,N/A,N/A,N/A
52,01:01:08:0a:46:45:20:fb:5e:02:70:c7,0,4173,20,501,1,32,0,1666897783.997279000,0,5223,MacOS,60253,17.57.144.89,192.168.86.21,1,93341209,·······AP···,tcp
